Scientific name;Taxon status;Type category;Barcode;Collector;Collector Number;Date;Determined by;Locality Note;Latitude;Longitude;Precision;Habitat;Country;Country ISO code;Major Admin Name;Minor Admin Name;Locality;Taxon rank;Kingdom;Phylum;Class;Order;Family;Genus;Species;Collection;Institute code;Institute;Collection year
Hypogymnia physodes (L.) Nyl.;;;SZUB_L.0001860;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, nad Jeziorem Gałęźne;54.1367;17.9853;2,5km;na korze Carpinus betulus;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia;physodes;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Hypogymnia physodes (L.) Nyl.;;;SZUB_L.0001861;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, nad Jeziorem Gałęźne;54.1367;17.9853;2,5km;na korze Carpinus betulus;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia;physodes;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Evernia prunastri (L.) Ach.;;;SZUB_L.0002429;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Park Miejski;54.1184;17.9651;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Evernia;prunastri;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Evernia prunastri (L.) Ach.;;;SZUB_L.0002430;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Park Miejski;54.1184;17.9651;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Evernia;prunastri;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Xanthoria parietina (L.) Th.Fr.;;;SZUB_L.0001689;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Ul. Tetmajera, trawnik przy bloku na ul. M.C Skłodowskiej;54.1213;17.9638;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Xanthoria;parietina;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Xanthoria parietina (L.) Th.Fr.;;;SZUB_L.0001779;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Ul. Tetmajera, trawnik przy bloku na ul. M.C Skłodowskiej;54.1213;17.9638;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Xanthoria;parietina;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Melanohalea exasperatula (Nyl.) O.Blanco, A.Crespo, Divakar, Essl., D.Hawksw. & Lumbsch;;;SZUB_L.0002328;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. Konopnickiej, trawnik przy ulicy między blokami;54.1222;17.9652;2,5km;na korze Salix alba;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Melanohalea;exasperatula;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Scoliciosporum chlorococcum (Graewe ex Stenh.) Vězda;;;SZUB_L.0002420;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. Konopnickiej, trawnik przy ulicy między blokami;54.1222;17.9652;2,5km;na korze Acer campestre;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Scoliciosporaceae;Scoliciosporum;chlorococcum;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Hypocenomyce scalaris (Ach.) M.Choisy;;;SZUB_L.0002902;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. 8 marca;54.12;17.9742;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Umbilicariales;Ophioparmaceae;Hypocenomyce;scalaris;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Hypocenomyce scalaris (Ach.) M.Choisy;;;SZUB_L.0002903;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. 8 marca;54.12;17.9742;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Umbilicariales;Ophioparmaceae;Hypocenomyce;scalaris;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Hypocenomyce scalaris (Ach.) M.Choisy;;;SZUB_L.0002915;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. 8 marca;54.12;17.9742;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Umbilicariales;Ophioparmaceae;Hypocenomyce;scalaris;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Hypogymnia physodes (L.) Nyl.;;;SZUB_L.0001525;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. 1000-lecia;54.1279;17.9785;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia;physodes;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Hypogymnia physodes (L.) Nyl.;;;SZUB_L.0001931;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, trawnik między blokami na ul. Brzozowej i Dębowej;54.1203;17.9663;2,5km;na korze Acer pseudoplatanus;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia;physodes;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Hypogymnia physodes (L.) Nyl.;;;SZUB_L.0001932;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, trawnik między blokami na ul. Brzozowej i Dębowej;54.1203;17.9663;2,5km;na korze Acer pseudoplatanus;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia;physodes;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Hypogymnia physodes (L.) Nyl.;;;SZUB_L.0001933;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, trawnik między blokami na ul. Brzozowej i Dębowej;54.1203;17.9663;2,5km;na korze Acer pseudoplatanus;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia;physodes;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Xanthoria parietina (L.) Th.Fr.;;;SZUB_L.0002331;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. Konopnickiej, trawnik przy ulicy między blokami;54.1222;17.9652;2,5km;na korze Salix alba;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Xanthoria;parietina;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Xanthoria parietina (L.) Th.Fr.;;;SZUB_L.0002344_2;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. Konopnickiej, trawnik przy ulicy między blokami;54.1222;17.9652;2,5km;na korze Salix alba;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Xanthoria;parietina;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Hypocenomyce scalaris (Ach.) M.Choisy;;;SZUB_L.0001759_2;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Kościerska, pobocze drogi wylotowej z miasta, pośród pól;54.151;17.9753;2,5km;na korze Acer pseudoplatanus;Poland;pl;Pomeranian Voivodeship;gmina Kościerzyna;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Umbilicariales;Ophioparmaceae;Hypocenomyce;scalaris;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Strangospora pinicola (A.Massal.) Körb.;;;SZUB_L.0001852;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, nad Jeziorem Gałęźne;54.1367;17.9853;2,5km;na korze Carpinus betulus;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;;;Strangosporaceae;Strangospora;pinicola;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Strangospora pinicola (A.Massal.) Körb.;;;SZUB_L.0001853;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, nad Jeziorem Gałęźne;54.1367;17.9853;2,5km;na korze Carpinus betulus;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;;;Strangosporaceae;Strangospora;pinicola;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Strangospora pinicola (A.Massal.) Körb.;;;SZUB_L.0001854;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, nad Jeziorem Gałęźne;54.1367;17.9853;2,5km;na korze Carpinus betulus;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;;;Strangosporaceae;Strangospora;pinicola;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Physcia adscendens H.Olivier;;;SZUB_L.0001691;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Ul. Tetmajera, trawnik przy bloku na ul. M.C Skłodowskiej;54.1213;17.9638;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Caliciales;Physciaceae;Physcia;adscendens;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Physcia adscendens H.Olivier;;;SZUB_L.0001692;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Ul. Tetmajera, trawnik przy bloku na ul. M.C Skłodowskiej;54.1213;17.9638;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Caliciales;Physciaceae;Physcia;adscendens;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Physcia adscendens H.Olivier;;;SZUB_L.0001775;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Ul. Tetmajera, trawnik przy bloku na ul. M.C Skłodowskiej;54.1213;17.9638;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Caliciales;Physciaceae;Physcia;adscendens;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Physcia adscendens H.Olivier;;;SZUB_L.0001776;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Ul. Tetmajera, trawnik przy bloku na ul. M.C Skłodowskiej;54.1213;17.9638;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Caliciales;Physciaceae;Physcia;adscendens;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Physcia adscendens H.Olivier;;;SZUB_L.0001777;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Ul. Tetmajera, trawnik przy bloku na ul. M.C Skłodowskiej;54.1213;17.9638;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Caliciales;Physciaceae;Physcia;adscendens;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Physcia adscendens H.Olivier;;;SZUB_L.0001778;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Ul. Tetmajera, trawnik przy bloku na ul. M.C Skłodowskiej;54.1213;17.9638;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Caliciales;Physciaceae;Physcia;adscendens;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Physcia adscendens H.Olivier;;;SZUB_L.0001784;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Ul. Tetmajera, trawnik przy bloku na ul. M.C Skłodowskiej;54.1213;17.9638;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Caliciales;Physciaceae;Physcia;adscendens;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Buellia griseovirens (Turner & Borrer ex Sm.) Almb.;;;SZUB_L.0001579;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. kasztanowa;54.1185;17.9659;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Caliciales;Caliciaceae;Buellia;griseovirens;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Buellia griseovirens (Turner & Borrer ex Sm.) Almb.;;;SZUB_L.0001580;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. kasztanowa;54.1185;17.9659;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Caliciales;Caliciaceae;Buellia;griseovirens;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Buellia griseovirens (Turner & Borrer ex Sm.) Almb.;;;SZUB_L.0001581;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. kasztanowa;54.1185;17.9659;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Caliciales;Caliciaceae;Buellia;griseovirens;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Parmelia sulcata Taylor;;;SZUB_L.0001498;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Kartuska;54.1265;17.9787;2,5km;na korze Acer pseudoplatanus;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia;sulcata;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Parmelia sulcata Taylor;;;SZUB_L.0001499;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Kartuska;54.1265;17.9787;2,5km;na korze Acer pseudoplatanus;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia;sulcata;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Parmelia sulcata Taylor;;;SZUB_L.0001500;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Kartuska;54.1265;17.9787;2,5km;na korze Acer pseudoplatanus;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia;sulcata;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Parmelia sulcata Taylor;;;SZUB_L.0001806;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Kartuska;54.1265;17.9787;2,5km;na korze Acer pseudoplatanus;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia;sulcata;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Parmelia sulcata Taylor;;;SZUB_L.0001807;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Kartuska;54.1265;17.9787;2,5km;na korze Acer pseudoplatanus;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia;sulcata;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Parmelia sulcata Taylor;;;SZUB_L.0001808;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Kartuska;54.1265;17.9787;2,5km;na korze Acer pseudoplatanus;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia;sulcata;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Parmelia sulcata Taylor;;;SZUB_L.0001809;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Kartuska;54.1265;17.9787;2,5km;na korze Acer pseudoplatanus;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia;sulcata;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Melanohalea exasperatula (Nyl.) O.Blanco, A.Crespo, Divakar, Essl., D.Hawksw. & Lumbsch;;;SZUB_L.0002434;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Park Miejski;54.1184;17.9651;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Melanohalea;exasperatula;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Melanohalea exasperatula (Nyl.) O.Blanco, A.Crespo, Divakar, Essl., D.Hawksw. & Lumbsch;;;SZUB_L.0002435;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Park Miejski;54.1184;17.9651;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Melanohalea;exasperatula;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Melanohalea exasperatula (Nyl.) O.Blanco, A.Crespo, Divakar, Essl., D.Hawksw. & Lumbsch;;;SZUB_L.0002436;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, Park Miejski;54.1184;17.9651;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Melanohalea;exasperatula;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Parmelia sulcata Taylor;;;SZUB_L.0001866;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. M.C. Skłodowskiej na przeciw szkoły;54.1217;17.9669;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia;sulcata;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Parmelia sulcata Taylor;;;SZUB_L.0001867;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. M.C. Skłodowskiej na przeciw szkoły;54.1217;17.9669;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia;sulcata;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Lecanora pulicaris (Pers.) Ach.;;;SZUB_L.0002407;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Łąkowa;54.1349;17.9796;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;pulicaris;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Lecanora pulicaris (Pers.) Ach.;;;SZUB_L.0002408;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Łąkowa;54.1349;17.9796;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;pulicaris;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Lecanora pulicaris (Pers.) Ach.;;;SZUB_L.0002409;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Łąkowa;54.1349;17.9796;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;pulicaris;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Lecanora pulicaris (Pers.) Ach.;;;SZUB_L.0002410;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Łąkowa;54.1349;17.9796;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;pulicaris;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Lecanora pulicaris (Pers.) Ach.;;;SZUB_L.0002411;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Łąkowa;54.1349;17.9796;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;pulicaris;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Lecanora pulicaris (Pers.) Ach.;;;SZUB_L.0002412_2;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Łąkowa;54.1349;17.9796;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;pulicaris;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Polycauliona candelaria (L.) Frödén, Arup & Søchting;;;SZUB_L.0001812;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. M.C. Skłodowskiej, pas zieleni przy blokach na przeciwko Biedronki;54.1212;17.9649;2,5km;na korze Acer pseudoplatanus;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Polycauliona;candelaria;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Lecanora conizaeoides Nyl.ex Cromb.;;;SZUB_L.0001988;Katarzyna Buszman;Katarzyna Buszman;2005;Mateusz Bocian;Kościerzyna, ul. M.C. Skłodowskiej, trawnik między blokami;54.1223;17.9675;2,5km;na korze Robinia pseudoacacia;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;conizaeoides;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora conizaeoides Nyl.ex Cromb.;;;SZUB_L.0001989;Katarzyna Buszman;Katarzyna Buszman;2005;Mateusz Bocian;Kościerzyna, ul. M.C. Skłodowskiej, trawnik między blokami;54.1223;17.9675;2,5km;na korze Robinia pseudoacacia;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;conizaeoides;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Polycauliona polycarpa (Hoffm.) Frödén, Arup & Søchting;;;SZUB_L.0001461;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Łąkowa;54.1352;17.9796;2,5km;na korze Fraxinus excelsior;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Polycauliona;polycarpa;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Polycauliona polycarpa (Hoffm.) Frödén, Arup & Søchting;;;SZUB_L.0001512;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Marii Skłodowskiej-Curie;54.1199;17.9618;2,5km;na korze Sorbus intermedia;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Polycauliona;polycarpa;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Physcia adscendens H.Olivier;;;SZUB_L.0001819;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. M.C. Skłodowskiej, pas zieleni przy blokach na przeciwko Biedronki;54.1212;17.9649;2,5km;na korze Acer pseudoplatanus;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Caliciales;Physciaceae;Physcia;adscendens;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Physcia adscendens H.Olivier;;;SZUB_L.0001820;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. M.C. Skłodowskiej, pas zieleni przy blokach na przeciwko Biedronki;54.1212;17.9649;2,5km;na korze Acer pseudoplatanus;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Caliciales;Physciaceae;Physcia;adscendens;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Physcia adscendens H.Olivier;;;SZUB_L.0001821;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. M.C. Skłodowskiej, pas zieleni przy blokach na przeciwko Biedronki;54.1212;17.9649;2,5km;na korze Acer pseudoplatanus;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Caliciales;Physciaceae;Physcia;adscendens;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
