Scientific name;Taxon status;Type category;Barcode;Collector;Collector Number;Date;Determined by;Locality Note;Latitude;Longitude;Precision;Habitat;Country;Country ISO code;Major Admin Name;Minor Admin Name;Locality;Taxon rank;Kingdom;Phylum;Class;Order;Family;Genus;Species;Collection;Institute code;Institute;Collection year
Parmelia sulcata Taylor;;;SZUB_L.0001855;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, nad Jeziorem Gałęźne;54.1367;17.9853;2,5km;na korze Carpinus betulus;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia;sulcata;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Parmelia sulcata Taylor;;;SZUB_L.0001828;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;"Kościerzyna, ul. M.C. Skłodowskiej, skwer między blokami przy rondzie ""Solidarność""";54.1224;17.9688;2,5km;na korze Salix alba;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia;sulcata;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Parmelia sulcata Taylor;;;SZUB_L.0001829;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;"Kościerzyna, ul. M.C. Skłodowskiej, skwer między blokami przy rondzie ""Solidarność""";54.1224;17.9688;2,5km;na korze Salix alba;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia;sulcata;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Parmelia sulcata Taylor;;;SZUB_L.0001830;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;"Kościerzyna, ul. M.C. Skłodowskiej, skwer między blokami przy rondzie ""Solidarność""";54.1224;17.9688;2,5km;na korze Salix alba;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia;sulcata;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Parmelia sulcata Taylor;;;SZUB_L.0001833;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;"Kościerzyna, ul. M.C. Skłodowskiej, skwer między blokami przy rondzie ""Solidarność""";54.1224;17.9688;2,5km;na korze Salix alba;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia;sulcata;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Hypogymnia physodes (L.) Nyl.;;;SZUB_L.0001755;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Kościerska, pobocze drogi wylotowej z miasta, pośród pól;54.151;17.9753;2,5km;na korze Acer pseudoplatanus;Poland;pl;Pomeranian Voivodeship;gmina Kościerzyna;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia;physodes;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Hypogymnia physodes (L.) Nyl.;;;SZUB_L.0001756;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Kościerska, pobocze drogi wylotowej z miasta, pośród pól;54.151;17.9753;2,5km;na korze Acer pseudoplatanus;Poland;pl;Pomeranian Voivodeship;gmina Kościerzyna;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia;physodes;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Candelariella xanthostigma (Pers.ex Ach.) Lettau;;;SZUB_L.0001908;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna , ul Strzelecka, trawnik między blokami;54.1256;17.9717;2,5km;na korze Salix alba;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Candelariomycetes;Candelariales;Candelariaceae;Candelariella;xanthostigma;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Phaeophyscia nigricans (Flörke) Moberg;;;SZUB_L.0002003;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. M.C. Skłodowskiej, trawnik między blokami;54.1223;17.9675;2,5km;na korze Robinia pseudoacacia;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Caliciales;Physciaceae;Phaeophyscia;nigricans;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Melanohalea exasperatula (Nyl.) O.Blanco, A.Crespo, Divakar, Essl., D.Hawksw. & Lumbsch;;;SZUB_L.0001569;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. kasztanowa;54.1185;17.9659;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Melanohalea;exasperatula;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Melanohalea exasperatula (Nyl.) O.Blanco, A.Crespo, Divakar, Essl., D.Hawksw. & Lumbsch;;;SZUB_L.0001570;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. kasztanowa;54.1185;17.9659;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Melanohalea;exasperatula;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Melanohalea exasperatula (Nyl.) O.Blanco, A.Crespo, Divakar, Essl., D.Hawksw. & Lumbsch;;;SZUB_L.0001571;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. kasztanowa;54.1185;17.9659;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Melanohalea;exasperatula;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Parmelia sulcata Taylor;;;SZUB_L.0002374;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. Strzelecka od skrzyżowania z ul. Słowackiego do skrzyżowania z ul. Rogali;54.1269;17.9688;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia;sulcata;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Parmelia sulcata Taylor;;;SZUB_L.0002375;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. Strzelecka od skrzyżowania z ul. Słowackiego do skrzyżowania z ul. Rogali;54.1269;17.9688;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia;sulcata;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Parmelia sulcata Taylor;;;SZUB_L.0002376;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. Strzelecka od skrzyżowania z ul. Słowackiego do skrzyżowania z ul. Rogali;54.1269;17.9688;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia;sulcata;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Parmelia sulcata Taylor;;;SZUB_L.0002377;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. Strzelecka od skrzyżowania z ul. Słowackiego do skrzyżowania z ul. Rogali;54.1269;17.9688;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia;sulcata;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Polycauliona polycarpa (Hoffm.) Frödén, Arup & Søchting;;;SZUB_L.0001619;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. brzozowa;54.1202;17.9677;2,5km;na korze Betula pendula;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Polycauliona;polycarpa;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Parmelia sulcata Taylor;;;SZUB_L.0002397;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Łąkowa;54.1349;17.9796;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia;sulcata;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Parmelia sulcata Taylor;;;SZUB_L.0002400;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Łąkowa;54.1349;17.9796;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia;sulcata;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Polycauliona polycarpa (Hoffm.) Frödén, Arup & Søchting;;;SZUB_L.0002046;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. 1000-lecia, między blokami;54.1279;17.9785;2,5km;na korze Betula pendula;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Polycauliona;polycarpa;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Hypogymnia physodes (L.) Nyl.;;;SZUB_L.0002238;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;"Kościerzyna, za kinem ""Promyk""";54.1228;17.9821;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia;physodes;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Hypogymnia physodes (L.) Nyl.;;;SZUB_L.0002240;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;"Kościerzyna, za kinem ""Promyk""";54.1228;17.9821;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia;physodes;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Hypogymnia physodes (L.) Nyl.;;;SZUB_L.0002242;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;"Kościerzyna, za kinem ""Promyk""";54.1228;17.9821;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia;physodes;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Phaeophyscia orbicularis (Neck.) Moberg;;;SZUB_L.0001834;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;"Kościerzyna, ul. M.C. Skłodowskiej, skwer między blokami przy rondzie ""Solidarność""";54.1224;17.9688;2,5km;na korze Salix alba;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Caliciales;Physciaceae;Phaeophyscia;orbicularis;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Phaeophyscia orbicularis (Neck.) Moberg;;;SZUB_L.0001835_2;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;"Kościerzyna, ul. M.C. Skłodowskiej, skwer między blokami przy rondzie ""Solidarność""";54.1224;17.9688;2,5km;na korze Salix alba;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Caliciales;Physciaceae;Phaeophyscia;orbicularis;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Phaeophyscia orbicularis (Neck.) Moberg;;;SZUB_L.0001836_2;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;"Kościerzyna, ul. M.C. Skłodowskiej, skwer między blokami przy rondzie ""Solidarność""";54.1224;17.9688;2,5km;na korze Salix alba;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Caliciales;Physciaceae;Phaeophyscia;orbicularis;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Phaeophyscia orbicularis (Neck.) Moberg;;;SZUB_L.0001520;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Marii Skłodowskiej-Curie;54.1199;17.9618;2,5km;na korze Sorbus intermedia;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Caliciales;Physciaceae;Phaeophyscia;orbicularis;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Phaeophyscia orbicularis (Neck.) Moberg;;;SZUB_L.0001521;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Marii Skłodowskiej-Curie;54.1199;17.9618;2,5km;na korze Sorbus intermedia;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Caliciales;Physciaceae;Phaeophyscia;orbicularis;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Myriolecis hagenii (Ach.) Śliwa, Zhao Xin & Lumbsch;;;SZUB_L.0001486_2;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Moniuszki;54.1207;17.9585;2,5km;na korze Sorbus intermedia;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Ramalinaceae;Myriolecis;hagenii;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Lecanora umbrina (Ach.) A.Massal.;;;SZUB_L.0002309;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Kartuska, trawnik przed zespołem szkół zawodowych;54.1254;17.9771;2,5km;na korze Crataegus sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;umbrina;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Lecanora umbrina (Ach.) A.Massal.;;;SZUB_L.0002310;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Kartuska, trawnik przed zespołem szkół zawodowych;54.1254;17.9771;2,5km;na korze Crataegus sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;umbrina;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Lecanora umbrina (Ach.) A.Massal.;;;SZUB_L.0002311;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Kartuska, trawnik przed zespołem szkół zawodowych;54.1254;17.9771;2,5km;na korze Crataegus sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;umbrina;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Phlyctis argena (Ach.) Flot.;;;SZUB_L.0001632;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. Kościerska, pobocze drogi wylotowej z miasta, pośród pól;54.151;17.9753;2,5km;na korze Acer platanoides;Poland;pl;Pomeranian Voivodeship;gmina Kościerzyna;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Ostropales;Phlyctidaceae;Phlyctis;argena;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Xanthoria parietina (L.) Th.Fr.;;;SZUB_L.0001923;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, trawnik między blokami na ul. Brzozowej i Dębowej;54.1203;17.9663;2,5km;na korze Acer pseudoplatanus;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Xanthoria;parietina;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Xanthoria parietina (L.) Th.Fr.;;;SZUB_L.0001942_3;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, trawnik między blokami na ul. Brzozowej i Dębowej;54.1203;17.9663;2,5km;na korze Acer pseudoplatanus;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Xanthoria;parietina;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Phaeophyscia orbicularis (Neck.) Moberg;;;SZUB_L.0002263;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. Szopińskiego, trawnik przy rondzie na przeciwko stacji epidemiologiczno-badawczej;54.1225;17.9806;2,5km;na korze Salix alba;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Caliciales;Physciaceae;Phaeophyscia;orbicularis;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Phaeophyscia orbicularis (Neck.) Moberg;;;SZUB_L.0002264;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. Szopińskiego, trawnik przy rondzie na przeciwko stacji epidemiologiczno-badawczej;54.1225;17.9806;2,5km;na korze Salix alba;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Caliciales;Physciaceae;Phaeophyscia;orbicularis;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Phaeophyscia orbicularis (Neck.) Moberg;;;SZUB_L.0002265;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. Szopińskiego, trawnik przy rondzie na przeciwko stacji epidemiologiczno-badawczej;54.1225;17.9806;2,5km;na korze Salix alba;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Caliciales;Physciaceae;Phaeophyscia;orbicularis;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Parmelia sulcata Taylor;;;SZUB_L.0001732;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Kościerska, pobocze drogi wylotowej z miasta, pośród pól;54.151;17.9753;2,5km;na korze Acer pseudoplatanus;Poland;pl;Pomeranian Voivodeship;gmina Kościerzyna;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia;sulcata;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Parmelia sulcata Taylor;;;SZUB_L.0001733;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Kościerska, pobocze drogi wylotowej z miasta, pośród pól;54.151;17.9753;2,5km;na korze Acer pseudoplatanus;Poland;pl;Pomeranian Voivodeship;gmina Kościerzyna;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia;sulcata;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Parmelia sulcata Taylor;;;SZUB_L.0001734;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Kościerska, pobocze drogi wylotowej z miasta, pośród pól;54.151;17.9753;2,5km;na korze Acer pseudoplatanus;Poland;pl;Pomeranian Voivodeship;gmina Kościerzyna;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia;sulcata;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Parmelia sulcata Taylor;;;SZUB_L.0001735;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Kościerska, pobocze drogi wylotowej z miasta, pośród pól;54.151;17.9753;2,5km;na korze Acer pseudoplatanus;Poland;pl;Pomeranian Voivodeship;gmina Kościerzyna;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia;sulcata;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Parmelia sulcata Taylor;;;SZUB_L.0001736;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Kościerska, pobocze drogi wylotowej z miasta, pośród pól;54.151;17.9753;2,5km;na korze Acer pseudoplatanus;Poland;pl;Pomeranian Voivodeship;gmina Kościerzyna;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia;sulcata;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Parmelia sulcata Taylor;;;SZUB_L.0001737;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, ul. Kościerska, pobocze drogi wylotowej z miasta, pośród pól;54.151;17.9753;2,5km;na korze Acer pseudoplatanus;Poland;pl;Pomeranian Voivodeship;gmina Kościerzyna;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia;sulcata;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Lecanora conizaeoides Nyl.ex Cromb.;;;SZUB_L.0002215;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. Szopińskiego , trawnik przy placu zabaw;54.1264;17.9816;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;conizaeoides;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora conizaeoides Nyl.ex Cromb.;;;SZUB_L.0002216;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. Szopińskiego , trawnik przy placu zabaw;54.1264;17.9816;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;conizaeoides;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora conizaeoides Nyl.ex Cromb.;;;SZUB_L.0002217;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. Szopińskiego , trawnik przy placu zabaw;54.1264;17.9816;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;conizaeoides;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora conizaeoides Nyl.ex Cromb.;;;SZUB_L.0002218;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. Szopińskiego , trawnik przy placu zabaw;54.1264;17.9816;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;conizaeoides;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora conizaeoides Nyl.ex Cromb.;;;SZUB_L.0002219;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. Szopińskiego , trawnik przy placu zabaw;54.1264;17.9816;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;conizaeoides;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora conizaeoides Nyl.ex Cromb.;;;SZUB_L.0002220;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. Szopińskiego , trawnik przy placu zabaw;54.1264;17.9816;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;conizaeoides;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Lecanora conizaeoides Nyl.ex Cromb.;;;SZUB_L.0002221;Katarzyna Buszman;Katarzyna Buszman;2005;Katarzyna Buszman;Kościerzyna, ul. Szopińskiego , trawnik przy placu zabaw;54.1264;17.9816;2,5km;na korze Tilia sp.;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;conizaeoides;SZUB-L;SZUB;Uniwersytet Szczeciński;2005
Polycauliona polycarpa (Hoffm.) Frödén, Arup & Søchting;;;SZUB_L.0001837;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, Parking przy Biedronce;54.1215;17.9641;2,5km;na korze Acer campestre;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Polycauliona;polycarpa;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Hypogymnia physodes (L.) Nyl.;;;SZUB_L.0001856;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, nad Jeziorem Gałęźne;54.1367;17.9853;2,5km;na korze Carpinus betulus;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia;physodes;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Hypogymnia physodes (L.) Nyl.;;;SZUB_L.0001857;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, nad Jeziorem Gałęźne;54.1367;17.9853;2,5km;na korze Carpinus betulus;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia;physodes;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Hypogymnia physodes (L.) Nyl.;;;SZUB_L.0001858;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, nad Jeziorem Gałęźne;54.1367;17.9853;2,5km;na korze Carpinus betulus;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia;physodes;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
Hypogymnia physodes (L.) Nyl.;;;SZUB_L.0001859;Katarzyna Buszman;Katarzyna Buszman;2006;Katarzyna Buszman;Kościerzyna, nad Jeziorem Gałęźne;54.1367;17.9853;2,5km;na korze Carpinus betulus;Poland;pl;Pomeranian Voivodeship;;Kościerzyna County;species;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypogymnia;physodes;SZUB-L;SZUB;Uniwersytet Szczeciński;2006
